Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"3D Reconstruction and Segmentation of Dissection Photographs for MRI-Free Neuropathology","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_20","Henry F. J. TregidgoAdrià CasamitjanaCaitlin S. LatimerMitchell D. KilgoreEleanor RobinsonEmily BlackburnKoen Van LeemputBruce FischlAdrian V. DalcaChristine L. Mac DonaldC. Dirk KeeneJuan Eugenio Iglesias","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_20","Chapter"
"Multi-phase and Multi-level Selective Feature Fusion for Automated Pancreas Segmentation from CT Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_45","Xixi JiangQingqing LuoZhiwei WangTao MeiYu WenXin LiKwang-Ting ChengXin Yang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_45","Chapter"
"Cross-domain Medical Image Translation by Shared Latent Gaussian Mixture Model","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_37","Yingying ZhuYoubao TangYuxing TangDaniel C. EltonSungwon LeePerry J. PickhardtRonald M. Summers","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_37","Chapter"
"Dual-Level Selective Transfer Learning for Intrahepatic Cholangiocarcinoma Segmentation in Non-enhanced Abdominal CT","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_7","Wenzhe WangQingyu SongJiarong ZhouRuiwei FengTingting ChenWenhao GeDanny Z. ChenS. Kevin ZhouWeilin WangJian Wu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_7","Chapter"
"Spatial Semantic-Preserving Latent Space Learning for Accelerated DWI Diagnostic Report Generation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_33","Aydan GasimovaGavin SeegoolamLiang ChenPaul BentleyDaniel Rueckert","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_33","Chapter"
"CDF-Net: Cross-Domain Fusion Network for Accelerated MRI Reconstruction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_41","Osvald NitskiSayan NagChris McIntoshBo Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_41","Chapter"
"Automatic Probe Movement Guidance for Freehand Obstetric Ultrasound","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_56","Richard DrosteLior DrukkerAris T. PapageorghiouJ. Alison Noble","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_56","Chapter"
"Source-Relaxed Domain Adaptation for Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_48","Mathilde BatesonHoel KervadecJose DolzHervé LombaertIsmail Ben Ayed","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_48","Chapter"
"Learning and Reasoning with the Graph Structure Representation in Robotic Surgery","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_60","Mobarakol IslamLalithkumar SeenivasanLim Chwee MingHongliang Ren","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_60","Chapter"
"A Bottom-Up Approach for Real-Time Mitral Valve Annulus Modeling on 3D Echo Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_44","Yue ZhangAbdoul-aziz AmadouIngmar VoigtViorel MihalefHelene HouleMatthias JohnTommaso MansiRui Liao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_44","Chapter"
"DMNet: Difference Minimization Network for Semi-supervised Segmentation in Medical Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_52","Kang FangWu-Jun Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_52","Chapter"
"Multimodal Latent Semantic Alignment for Automated Prostate Tissue Classification and Retrieval","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_55","Juan S. LaraVictor H. Contreras O.Sebastián OtáloraHenning MüllerFabio A. González","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_55","Chapter"
"Hierarchical Bayesian Regression for Multi-site Normative Modeling of Neuroimaging Data","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_68","Seyed Mostafa KiaHester HuijsdensRichard DingaThomas WolfersMaarten MennesOle A. AndreassenLars T. WestlyeChristian F. BeckmannAndre F. Marquand","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_68","Chapter"
"Simultaneous Denoising and Motion Estimation for Low-Dose Gated PET Using a Siamese Adversarial Network with Gate-to-Gate Consistency Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_72","Bo ZhouYu-Jung TsaiChi Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_72","Chapter"
"Joint Left Atrial Segmentation and Scar Quantification Based on a DNN with Spatial Encoding and Shape Attention","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_12","Lei LiXin WengJulia A. SchnabelXiahai Zhuang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_12","Chapter"
"Highly Accurate and Memory Efficient Unsupervised Learning-Based Discrete CT Registration Using 2.5D Displacement Search","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_19","Mattias P. HeinrichLasse Hansen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_19","Chapter"
"A New Metric for Characterizing Dynamic Redundancy of Dense Brain Chronnectome and Its Application to Early Detection of Alzheimer’s Disease","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_1","Maryam GhanbariLi-Ming HsuZhen ZhouAmir GhanbariZhanhao MoPew-Thian YapHan ZhangDinggang Shen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_1","Chapter"
"Cross-Modality Multi-atlas Segmentation Using Deep Neural Networks","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_23","Wangbin DingLei LiXiahai ZhuangLiqin Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_23","Chapter"
"DECAPS: Detail-Oriented Capsule Networks","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_15","Aryan MobinyPengyu YuanPietro Antonio CicaleseHien Van Nguyen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_15","Chapter"
"JointVesselNet: Joint Volume-Projection Convolutional Embedding Networks for 3D Cerebrovascular Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_11","Yifan WangGuoli YanHaikuan ZhuSagar BuchYing WangEwart Mark HaackeJing HuaZichun Zhong","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_11","Chapter"
"Deep Volumetric Universal Lesion Detection Using Light-Weight Pseudo 3D Convolution and Surface Point Regression","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_1","Jinzheng CaiKe YanChi-Tung ChengJing XiaoChien-Hung LiaoLe LuAdam P. Harrison","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_1","Chapter"
"Joint Spatial-Wavelet Dual-Stream Network for Super-Resolution","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_18","Zhen ChenXiaoqing GuoChen YangBulat IbragimovYixuan Yuan","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_18","Chapter"
"A Weakly Supervised Deep Learning Approach for Detecting Malaria and Sickle Cells in Blood Films","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_22","Petru ManescuChristopher BendkowskiRemy ClaveauMuna ElmiBiobele J. BrownVijay PawarMike J. ShawDelmiro Fernandez-Reyes","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_22","Chapter"
"Learning High-Resolution and Efficient Non-local Features for Brain Glioma Segmentation in MR Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_47","Haozhe JiaYong XiaWeidong CaiHeng Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_47","Chapter"
"X2Teeth: 3D Teeth Reconstruction from a Single Panoramic Radiograph","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_39","Yuan LiangWeinan SongJiawei YangLiang QiuKun WangLei He","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_39","Chapter"
"Universal Loss Reweighting to Balance Lesion Size Inequality in 3D Medical Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_51","Boris ShirokikhAlexey ShevtsovAnvar KurmukovAlexandra DalechinaEgor KrivovValery KostjuchenkoAndrey GolanovMikhail Belyaev","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_51","Chapter"
"Constrain Latent Space for Schizophrenia Classification via Dual Space Mapping Net","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_9","Weiyang ShiKaibin XuMing SongLingzhong FanTianzi Jiang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_9","Chapter"
"Characterizing Intra-soma Diffusion with Spherical Mean Spectrum Imaging","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_35","Khoi Minh HuynhYe WuKim-Han ThungSahar AhmadHoyt Patrick Taylor IVDinggang ShenPew-Thian Yap","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_35","Chapter"
"Transport-Based Joint Distribution Alignment for Multi-site Autism Spectrum Disorder Diagnosis Using Resting-State fMRI","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_43","Junyi ZhangPeng WanDaoqiang Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_43","Chapter"
"Reliable Liver Fibrosis Assessment from Ultrasound Using Global Hetero-Image Fusion and View-Specific Parameterization","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_58","Bowen LiKe YanDar-In TaiYuankai HuoLe LuJing XiaoAdam P. Harrison","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_58","Chapter"
"Searching for Efficient Architecture for Instrument Segmentation in Robotic Surgery","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_62","Daniil PakhomovNassir Navab","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_62","Chapter"
"Joint Data Imputation and Mechanistic Modelling for Simulating Heart-Brain Interactions in Incomplete Datasets","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_46","Jaume BanusMaxime SermesantOscar CamaraMarco Lorenzi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_46","Chapter"
"Shape-Aware Semi-supervised 3D Semantic Segmentation for Medical Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_54","Shuailin LiChuyu ZhangXuming He","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_54","Chapter"
"Multi-stream Progressive Up-Sampling Network for Dense CT Image Reconstruction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_50","Qiuyue LiuZhen ZhouFeng LiuXiangming FangYizhou YuYizhou Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_50","Chapter"
"Combining Fundus Images and Fluorescein Angiography for Artery/Vein Classification Using the Hierarchical Vessel Graph Network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_57","Kyoung Jin NohSang Jun ParkSoochahn Lee","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_57","Chapter"
"Single-Shot Retinal Image Enhancement Using Deep Image Priors","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_61","Adnan QayyumWaqas SultaniFahad ShamshadJunaid QadirRashid Tufail","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_61","Chapter"
"Multi-modality Information Fusion for Radiomics-Based Neural Architecture Search","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_74","Yige PengLei BiMichael FulhamDagan FengJinman Kim","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_74","Chapter"
"An Evolutionary Framework for Microstructure-Sensitive Generalized Diffusion Gradient Waveforms","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_10","Raphaël TruffetJonathan Rafael-PatinoGabriel GirardMarco PizzolatoChristian BarillotJean-Philippe ThiranEmmanuel Caruyer","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_10","Chapter"
"Domain-Invariant Prior Knowledge Guided Attention Networks for Robust Skull Stripping of Developing Macaque Brains","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_3","Tao ZhongYu ZhangFenqiang ZhaoYuchen PeiLufan LiaoZhenyuan NingLi WangDinggang ShenGang Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_3","Chapter"
"Flexible Bayesian Modelling for Nonlinear Image Registration","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_25","Mikael BrudforsYaël BalbastreGuillaume FlandinParashkev NachevJohn Ashburner","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_25","Chapter"
"Continual Learning of New Diseases with Dual Distillation and Ensemble Strategy","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_17","Zhuoyun LiChanghong ZhongRuixuan WangWei-Shi Zheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_17","Chapter"
"Vascular Surface Segmentation for Intracranial Aneurysm Isolation and Quantification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_13","Žiga BizjakBoštjan LikarFranjo PernušŽiga Špiclin","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_13","Chapter"
"Collaborative Learning of Cross-channel Clinical Attention for Radiotherapy-Related Esophageal Fistula Prediction from CT","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_21","Hui CuiYiyue XuWanlong LiLinlin WangHenry Duh","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_21","Chapter"
"KISEG: A Three-Stage Segmentation Framework for Multi-level Acceleration of Chest CT Scans from COVID-19 Patients","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_3","Xiaohong LiuKai WangKe WangTing ChenKang ZhangGuangyu Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_3","Chapter"
"Attention Based Multiple Instance Learning for Classification of Blood Cell Disorders","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_24","Ario SadafiAsya MakhroAnna BogdanovaNassir NavabTingying PengShadi AlbarqouniCarsten Marr","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_24","Chapter"
